package,description,url,authors,category,msc,verified
InfPathElimination,"TRACER is a tool for verifying safety properties of sequential C programs. TRACER attempts at building a finite symbolic execution graph which over-approximates the set of all concrete reachable states and the set of feasible paths. We present an abstract framework for TRACER and similar CEGAR-like systems. The framework provides 1) a graph- transformation based method for reducing the feasible paths in control-flow graphs, 2) a model for symbolic execution, subsumption, predicate abstraction and invariant generation. In this framework we formally prove two key properties: correct construction of the symbolic states and preservation of feasible paths. The framework focuses on core operations, leaving to concrete prototypes to âfit inâ heuristics for combining them. The accompanying paper (published in ITP 2016) can be found at https://www.lri.fr/â¼wolff/papers/conf/2016-itp-InfPathsNSE.pdf.",https://www.isa-afp.org/entries/InfPathElimination.html,"Romain Aissat, Frederic Voisin and Burkhart Wolff",Computer science/Programming languages/Static analysis,68N99,False
Abs_Int_ITP2012,"This is the Isabelle formalization of the material decribed in the eponymous ITP 2012 paper. It develops a generic abstract interpreter for a while-language, including widening and narrowing. The collecting semantics and the abstract interpreter operate on annotated commands: the program is represented as a syntax tree with the semantic information directly embedded, without auxiliary labels. The aim of the formalization is simplicity, not efficiency or precision. This is motivated by the inclusion of the material in a theorem prover based course on semantics. A similar (but more polished) development is covered in the book Concrete Semantics.",https://www.isa-afp.org/entries/Abs_Int_ITP2012.html,Tobias Nipkow,Computer science/Programming languages/Static analysis,68N99,False
Call_Arity,"We formalize the Call Arity analysis, as implemented in GHC, and prove both functional correctness and, more interestingly, safety (i.e. the transformation does not increase allocation). We use syntax and the denotational semantics from the entry ""Launchbury"", where we formalized Launchbury's natural semantics for lazy evaluation. The functional correctness of Call Arity is proved with regard to that denotational semantics. The operational properties are shown with regard to a small-step semantics akin to Sestoft's mark 1 machine, which we prove to be equivalent to Launchbury's semantics. We use Christian Urban's Nominal2 package to define our terms and make use of Brian Huffman's HOLCF package for the domain-theoretical aspects of the development.",https://www.isa-afp.org/entries/Call_Arity.html,Joachim Breitner (joachim /at/ cis /dot/ upenn /dot/ edu),Computer science/Programming languages/Transformations,68N20,False
WorkerWrapper,"Gill and Hutton formalise the worker/wrapper transformation, building on the work of Launchbury and Peyton-Jones who developed it as a way of changing the type at which a recursive function operates. This development establishes the soundness of the technique and several examples of its use.",https://www.isa-afp.org/entries/WorkerWrapper.html,Peter Gammie,Computer science/Programming languages/Transformations,68N20,False
Minimal_SSA,"This formalization is an extension to ""Verified Construction of Static Single Assignment Form"". In their work, the authors have shown that Braun et al.'s static single assignment (SSA) construction algorithm produces minimal SSA form for input programs with a reducible control flow graph (CFG). However Braun et al. also proposed an extension to their algorithm that they claim produces minimal SSA form even for irreducible CFGs. In this formalization we support that claim by giving a mechanized proof. As the extension of Braun et al.'s algorithm aims for removing so-called redundant strongly connected components of phi functions, we show that this suffices to guarantee minimality according to Cytron et al..",https://www.isa-afp.org/entries/Minimal_SSA.html,Max Wagner (max /at/ trollbu /dot/ de) and Denis Lohner,Computer science/Programming languages/Transformations,68N20,False
JiveDataStoreModel,"This document presents the formalization of an object-oriented data and store model in Isabelle/HOL. This model is being used in the Java Interactive Verification Environment, Jive.",https://www.isa-afp.org/entries/JiveDataStoreModel.html,Nicole Rauch (rauch /at/ informatik /dot/ uni-kl /dot/ de) and Norbert Schirmer (norbert /dot/ schirmer /at/ web /dot/ de),Computer science/Programming languages/Misc,68-xx,False
Pop_Refinement,"Pop-refinement is an approach to stepwise refinement, carried out inside an interactive theorem prover by constructing a monotonically decreasing sequence of predicates over deeply embedded target programs. The sequence starts with a predicate that characterizes the possible implementations, and ends with a predicate that characterizes a unique program in explicit syntactic form. Pop-refinement enables more requirements (e.g. program-level and non-functional) to be captured in the initial specification and preserved through refinement. Security requirements expressed as hyperproperties (i.e. predicates over sets of traces) are always preserved by pop-refinement, unlike the popular notion of refinement as trace set inclusion. Two simple examples in Isabelle/HOL are presented, featuring program-level requirements, non-functional requirements, and hyperproperties.",https://www.isa-afp.org/entries/Pop_Refinement.html,Alessandro Coglio,Computer science/Programming languages/Misc,68-xx,False
Case_Labeling,"Isabelle/Isar provides named cases to structure proofs. This article contains an implementation of a proof method casify, which can be used to easily extend proof tools with support for named cases. Such a proof tool must produce labeled subgoals, which are then interpreted by casify. As examples, this work contains verification condition generators producing named cases for three languages: The Hoare language from HOL/Library, a monadic language for computations with failure (inspired by the AutoCorres tool), and a language of conditional expressions. These VCGs are demonstrated by a number of example programs.",https://www.isa-afp.org/entries/Case_Labeling.html,Lars Noschinski,Tools,??-xx,False
Interpreter_Optimizations,"This Isabelle/HOL formalization builds on the VeriComp entry of the Archive of Formal Proofs to provide the following contributions: an operational semantics for a realistic virtual machine (Std) for dynamically typed programming languages; the formalization of an inline caching optimization (Inca), a proof of bisimulation with (Std), and a compilation function; the formalization of an unboxing optimization (Ubx), a proof of bisimulation with (Inca), and a simple compilation function. This formalization was described in the CPP 2021 paper Towards Efficient and Verified Virtual Machines for Dynamic Languages",https://www.isa-afp.org/entries/Interpreter_Optimizations.html,Martin Desharnais,Computer science/Programming languages/Misc,68-xx,False
Multi_Party_Computation,"We use CryptHOL to consider Multi-Party Computation (MPC) protocols. MPC was first considered by Yao in 1983 and recent advances in efficiency and an increased demand mean it is now deployed in the real world. Security is considered using the real/ideal world paradigm. We first define security in the semi-honest security setting where parties are assumed not to deviate from the protocol transcript. In this setting we prove multiple Oblivious Transfer (OT) protocols secure and then show security for the gates of the GMW protocol. We then define malicious security, this is a stronger notion of security where parties are assumed to be fully corrupted by an adversary. In this setting we again consider OT, as it is a fundamental building block of almost all MPC protocols.",https://www.isa-afp.org/entries/Multi_Party_Computation.html,David Aspinall and David Butler,Computer science/Security,68M25,False
Noninterference_Ipurge_Unwinding,"The definition of noninterference security for Communicating Sequential Processes requires to consider any possible future, i.e. any indefinitely long sequence of subsequent events and any indefinitely large set of refused events associated to that sequence, for each process trace. In order to render the verification of the security of a process more straightforward, there is a need of some sufficient condition for security such that just individual accepted and refused events, rather than unbounded sequences and sets of events, have to be considered. Of course, if such a sufficient condition were necessary as well, it would be even more valuable, since it would permit to prove not only that a process is secure by verifying that the condition holds, but also that a process is not secure by verifying that the condition fails to hold. This paper provides a necessary and sufficient condition for CSP noninterference security, which indeed requires to just consider individual accepted and refused events and applies to the general case of a possibly intransitive policy. This condition follows Rushby's output consistency for deterministic state machines with outputs, and has to be satisfied by a specific function mapping security domains into equivalence relations over process traces. The definition of this function makes use of an intransitive purge function following Rushby's one; hence the name given to the condition, Ipurge Unwinding Theorem. Furthermore, in accordance with Hoare's formal definition of deterministic processes, it is shown that a process is deterministic just in case it is a trace set process, i.e. it may be identified by means of a trace set alone, matching the set of its traces, in place of a failures-divergences pair. Then, variants of the Ipurge Unwinding Theorem are proven for deterministic processes and trace set processes.",https://www.isa-afp.org/entries/Noninterference_Ipurge_Unwinding.html,Pasquale Noce (pasquale /dot/ noce /dot/ lavoro /at/ gmail /dot/ com),Computer science/Security,68M25,False
Relational_Method,"This paper introduces a new method for the formal verification of cryptographic protocols, the relational method, derived from Paulson's inductive method by means of some enhancements aimed at streamlining formal definitions and proofs, specially for protocols using public key cryptography. Moreover, this paper proposes a method to formalize a further security property, message anonymity, in addition to message confidentiality and authenticity. The relational method, including message anonymity, is then applied to the verification of a sample authentication protocol, comprising Password Authenticated Connection Establishment (PACE) with Chip Authentication Mapping followed by the explicit verification of an additional password over the PACE secure channel.",https://www.isa-afp.org/entries/Relational_Method.html,Pasquale Noce (pasquale /dot/ noce /dot/ lavoro /at/ gmail /dot/ com),Computer science/Security,68M25,False
UPF,"We present the Unified Policy Framework (UPF), a generic framework for modelling security (access-control) policies. UPF emphasizes the view that a policy is a policy decision function that grants or denies access to resources, permissions, etc. In other words, instead of modelling the relations of permitted or prohibited requests directly, we model the concrete function that implements the policy decision point in a system. In more detail, UPF is based on the following four principles: 1) Functional representation of policies, 2) No conflicts are possible, 3) Three-valued decision type (allow, deny, undefined), 4) Output type not containing the decision only.",https://www.isa-afp.org/entries/UPF.html,"Achim D. Brucker, Lukas BrÃ¼gger and Burkhart Wolff",Computer science/Security,68M25,False
CISC-Kernel,"Intransitive noninterference has been a widely studied topic in the last few decades. Several well-established methodologies apply interactive theorem proving to formulate a noninterference theorem over abstract academic models. In joint work with several industrial and academic partners throughout Europe, we are helping in the certification process of PikeOS, an industrial separation kernel developed at SYSGO. In this process, established theories could not be applied. We present a new generic model of separation kernels and a new theory of intransitive noninterference. The model is rich in detail, making it suitable for formal verification of realistic and industrial systems such as PikeOS. Using a refinement-based theorem proving approach, we ensure that proofs remain manageable. This document corresponds to the deliverable D31.1 of the EURO-MILS Project http://www.euromils.eu.",https://www.isa-afp.org/entries/CISC-Kernel.html,"Freek Verbeek (Freek /dot/ Verbeek /at/ ou /dot/ nl), Sergey Tverdyshev (stv /at/ sysgo /dot/ com), Oto Havle (oha /at/ sysgo /dot/ com), Holger Blasum (holger /dot/ blasum /at/ sysgo /dot/ com), Bruno Langenstein (langenstein /at/ dfki /dot/ de), Werner Stephan (stephan /at/ dfki /dot/ de), Yakoub Nemouchi (yakoub /dot/ nemouchi /at/ york /dot/ ac /dot/ uk), Abderrahmane Feliachi (abderrahmane /dot/ feliachi /at/ lri /dot/ fr), Burkhart Wolff and Julien Schmaltz (Julien /dot/ Schmaltz /at/ ou /dot/ nl)",Computer science/Security,68M25,False
Noninterference_CSP,"An extension of classical noninterference security for deterministic state machines, as introduced by Goguen and Meseguer and elegantly formalized by Rushby, to nondeterministic systems should satisfy two fundamental requirements: it should be based on a mathematically precise theory of nondeterminism, and should be equivalent to (or at least not weaker than) the classical notion in the degenerate deterministic case. This paper proposes a definition of noninterference security applying to Hoare's Communicating Sequential Processes (CSP) in the general case of a possibly intransitive noninterference policy, and proves the equivalence of this security property to classical noninterference security for processes representing deterministic state machines. Furthermore, McCullough's generalized noninterference security is shown to be weaker than both the proposed notion of CSP noninterference security for a generic process, and classical noninterference security for processes representing deterministic state machines. This renders CSP noninterference security preferable as an extension of classical noninterference security to nondeterministic systems.",https://www.isa-afp.org/entries/Noninterference_CSP.html,Pasquale Noce (pasquale /dot/ noce /dot/ lavoro /at/ gmail /dot/ com),Computer science/Security,68M25,False
Key_Agreement_Strong_Adversaries,"We develop a family of key agreement protocols that are correct by construction. Our work substantially extends prior work on developing security protocols by refinement. First, we strengthen the adversary by allowing him to compromise different resources of protocol participants, such as their long-term keys or their session keys. This enables the systematic development of protocols that ensure strong properties such as perfect forward secrecy. Second, we broaden the class of protocols supported to include those with non-atomic keys and equationally defined cryptographic operators. We use these extensions to develop key agreement protocols including signed Diffie-Hellman and the core of IKEv1 and SKEME.",https://www.isa-afp.org/entries/Key_Agreement_Strong_Adversaries.html,Joseph Lallemand (joseph /dot/ lallemand /at/ loria /dot/ fr) and Christoph Sprenger (sprenger /at/ inf /dot/ ethz /dot/ ch),Computer science/Security,68M25,False
Security_Protocol_Refinement,"We propose a development method for security protocols based on stepwise refinement. Our refinement strategy transforms abstract security goals into protocols that are secure when operating over an insecure channel controlled by a Dolev-Yao-style intruder. As intermediate levels of abstraction, we employ messageless guard protocols and channel protocols communicating over channels with security properties. These abstractions provide insights on why protocols are secure and foster the development of families of protocols sharing common structure and properties. We have implemented our method in Isabelle/HOL and used it to develop different entity authentication and key establishment protocols, including realistic features such as key confirmation, replay caches, and encrypted tickets. Our development highlights that guard protocols and channel protocols provide fundamental abstractions for bridging the gap between security properties and standard protocol descriptions based on cryptographic messages. It also shows that our refinement approach scales to protocols of nontrivial size and complexity.",https://www.isa-afp.org/entries/Security_Protocol_Refinement.html,Christoph Sprenger (sprenger /at/ inf /dot/ ethz /dot/ ch) and Ivano Somaini,Computer science/Security,68M25,False
Attack_Trees,"In this article, we present a proof theory for Attack Trees. Attack Trees are a well established and useful model for the construction of attacks on systems since they allow a stepwise exploration of high level attacks in application scenarios. Using the expressiveness of Higher Order Logic in Isabelle, we develop a generic theory of Attack Trees with a state-based semantics based on Kripke structures and CTL. The resulting framework allows mechanically supported logic analysis of the meta-theory of the proof calculus of Attack Trees and at the same time the developed proof theory enables application to case studies. A central correctness and completeness result proved in Isabelle establishes a connection between the notion of Attack Tree validity and CTL. The application is illustrated on the example of a healthcare IoT system and GDPR compliance verification.",https://www.isa-afp.org/entries/Attack_Trees.html,Florian Kammueller,Computer science/Security,68M25,False
Inductive_Confidentiality,"This document contains the full theory files accompanying article Inductive Study of Confidentiality --- for Everyone in Formal Aspects of Computing. They aim at an illustrative and didactic presentation of the Inductive Method of protocol analysis, focusing on the treatment of one of the main goals of security protocols: confidentiality against a threat model. The treatment of confidentiality, which in fact forms a key aspect of all protocol analysis tools, has been found cryptic by many learners of the Inductive Method, hence the motivation for this work. The theory files in this document guide the reader step by step towards design and proof of significant confidentiality theorems. These are developed against two threat models, the standard Dolev-Yao and a more audacious one, the General Attacker, which turns out to be particularly useful also for teaching purposes.",https://www.isa-afp.org/entries/Inductive_Confidentiality.html,Giampaolo Bella,Computer science/Security,68M25,False
Dependent_SIFUM_Refinement,"The paper ""Compositional Verification and Refinement of Concurrent Value-Dependent Noninterference"" by Murray et. al. (CSF 2016) presents a compositional theory of refinement for a value-dependent noninterference property, defined in (Murray, PLAS 2015), for concurrent programs. This development formalises that refinement theory, and demonstrates its application on some small examples.",https://www.isa-afp.org/entries/Dependent_SIFUM_Refinement.html,"Toby Murray, Robert Sison, Edward Pierzchalski and Christine Rizkallah",Computer science/Security,68M25,False
HotelKeyCards,"Two models of an electronic hotel key card system are contrasted: a state based and a trace based one. Both are defined, verified, and proved equivalent in the theorem prover Isabelle/HOL. It is shown that if a guest follows a certain safety policy regarding her key cards, she can be sure that nobody but her can enter her room.",https://www.isa-afp.org/entries/HotelKeyCards.html,Tobias Nipkow,Computer science/Security,68M25,False
InformationFlowSlicing,"In this contribution, we show how correctness proofs for intra- and interprocedural slicing can be used to prove that slicing is able to guarantee information flow noninterference. Moreover, we also illustrate how to lift the control flow graphs of the respective frameworks such that they fulfil the additional assumptions needed in the noninterference proofs. A detailed description of the intraprocedural proof and its interplay with the slicing framework can be found in the PLAS'09 paper by Wasserrab et al. This entry contains the part for intra-procedural slicing. See entry InformationFlowSlicing_Inter for the inter-procedural part.",https://www.isa-afp.org/entries/InformationFlowSlicing.html,Daniel Wasserrab,Computer science/Security,68M25,False
InformationFlowSlicing_Inter,"In this contribution, we show how correctness proofs for intra- and interprocedural slicing can be used to prove that slicing is able to guarantee information flow noninterference. Moreover, we also illustrate how to lift the control flow graphs of the respective frameworks such that they fulfil the additional assumptions needed in the noninterference proofs. A detailed description of the intraprocedural proof and its interplay with the slicing framework can be found in the PLAS'09 paper by Wasserrab et al. This entry contains the part for inter-procedural slicing. See entry InformationFlowSlicing for the intra-procedural part.",https://www.isa-afp.org/entries/InformationFlowSlicing_Inter.html,Daniel Wasserrab,Computer science/Security,68M25,False
CryptoBasedCompositionalProperties,"This paper presents an Isabelle/HOL set of theories which allows the specification of crypto-based components and the verification of their composition properties wrt. cryptographic aspects. We introduce a formalisation of the security property of data secrecy, the corresponding definitions and proofs. Please note that here we import the Isabelle/HOL theory ListExtras.thy, presented in the AFP entry FocusStreamsCaseStudies-AFP.",https://www.isa-afp.org/entries/CryptoBasedCompositionalProperties.html,Maria Spichkova (maria /dot/ spichkova /at/ rmit /dot/ edu /dot/ au),Computer science/Security,68M25,False
Probabilistic_Noninterference,"We formalize a probabilistic noninterference for a multi-threaded language with uniform scheduling, where probabilistic behaviour comes from both the scheduler and the individual threads. We define notions probabilistic noninterference in two variants: resumption-based and trace-based. For the resumption-based notions, we prove compositionality w.r.t. the language constructs and establish sound type-system-like syntactic criteria. This is a formalization of the mathematical development presented at CPP 2013 and CALCO 2013. It is the probabilistic variant of the Possibilistic Noninterference AFP entry.",https://www.isa-afp.org/entries/Probabilistic_Noninterference.html,Andrei Popescu and Johannes HÃ¶lzl,Computer science/Security,68M25,False
HyperCTL,"We formalize HyperCTL*, a temporal logic for expressing security properties. We first define a shallow embedding of HyperCTL*, within which we prove inductive and coinductive rules for the operators. Then we show that a HyperCTL* formula captures Goguen-Meseguer noninterference, a landmark information flow property. We also define a deep embedding and connect it to the shallow embedding by a denotational semantics, for which we prove sanity w.r.t. dependence on the free variables. Finally, we show that under some finiteness assumptions about the model, noninterference is given by a (finitary) syntactic formula.",https://www.isa-afp.org/entries/HyperCTL.html,"Markus N. Rabe, Peter Lammich and Andrei Popescu",Logic/General logic/Temporal logic,03B44,True
Bounded_Deducibility_Security,"This is a formalization of bounded-deducibility security (BD security), a flexible notion of information-flow security applicable to arbitrary input-output automata. It generalizes Sutherland's classic notion of nondeducibility by factoring in declassification bounds and trigger, whereas nondeducibility states that, in a system, information cannot flow between specified sources and sinks, BD security indicates upper bounds for the flow and triggers under which these upper bounds are no longer guaranteed.",https://www.isa-afp.org/entries/Bounded_Deducibility_Security.html,Andrei Popescu and Peter Lammich,Computer science/Security,68M25,False
Network_Security_Policy_Verification,"We present a unified theory for verifying network security policies. A security policy is represented as directed graph. To check high-level security goals, security invariants over the policy are expressed. We cover monotonic security invariants, i.e. prohibiting more does not harm security. We provide the following contributions for the security invariant theory. Secure auto-completion of scenario-specific knowledge, which eases usability. Security violations can be repaired by tightening the policy iff the security invariants hold for the deny-all policy. An algorithm to compute a security policy. A formalization of stateful connection semantics in network security mechanisms. An algorithm to compute a secure stateful implementation of a policy. An executable implementation of all the theory. Examples, ranging from an aircraft cabin data network to the analysis of a large real-world firewall. More examples: A fully automated translation of high-level security goals to both firewall and SDN configurations (see Examples/Distributed_WebApp.thy). For a detailed description, see C. Diekmann, A. Korsten, and G. Carle. Demonstrating topoS: Theorem-prover-based synthesis of secure network configurations. In 2nd International Workshop on Management of SDN and NFV Systems, manSDN/NFV, Barcelona, Spain, November 2015. C. Diekmann, S.-A. Posselt, H. Niedermayer, H. Kinkelin, O. Hanka, and G. Carle. Verifying Security Policies using Host Attributes. In FORTE, 34th IFIP International Conference on Formal Techniques for Distributed Objects, Components and Systems, Berlin, Germany, June 2014. C. Diekmann, L. Hupel, and G. Carle. Directed Security Policies: A Stateful Network Implementation. In J. Pang and Y. Liu, editors, Engineering Safety and Security Systems, volume 150 of Electronic Proceedings in Theoretical Computer Science, pages 20-34, Singapore, May 2014. Open Publishing Association.",https://www.isa-afp.org/entries/Network_Security_Policy_Verification.html,Cornelius Diekmann,Computer science/Security,68M25,False
Noninterference_Inductive_Unwinding,"The necessary and sufficient condition for CSP noninterference security stated by the Ipurge Unwinding Theorem is expressed in terms of a pair of event lists varying over the set of process traces. This does not render it suitable for the subsequent application of rule induction in the case of a process defined inductively, since rule induction may rather be applied to a single variable ranging over an inductively defined set. Starting from the Ipurge Unwinding Theorem, this paper derives a necessary and sufficient condition for CSP noninterference security that involves a single event list varying over the set of process traces, and is thus suitable for rule induction; hence its name, Inductive Unwinding Theorem. Similarly to the Ipurge Unwinding Theorem, the new theorem only requires to consider individual accepted and refused events for each process trace, and applies to the general case of a possibly intransitive noninterference policy. Specific variants of this theorem are additionally proven for deterministic processes and trace set processes.",https://www.isa-afp.org/entries/Noninterference_Inductive_Unwinding.html,Pasquale Noce (pasquale /dot/ noce /dot/ lavoro /at/ gmail /dot/ com),Computer science/Security,68M25,False
Password_Authentication_Protocol,"This paper constructs a formal model of a Diffie-Hellman password-based authentication protocol between a user and a smart card, and proves its security. The protocol provides for the dispatch of the user's password to the smart card on a secure messaging channel established by means of Password Authenticated Connection Establishment (PACE), where the mapping method being used is Chip Authentication Mapping. By applying and suitably extending Paulson's Inductive Method, this paper proves that the protocol establishes trustworthy secure messaging channels, preserves the secrecy of users' passwords, and provides an effective mutual authentication service. What is more, these security properties turn out to hold independently of the secrecy of the PACE authentication key.",https://www.isa-afp.org/entries/Password_Authentication_Protocol.html,Pasquale Noce (pasquale /dot/ noce /dot/ lavoro /at/ gmail /dot/ com),Computer science/Security,68M25,False
Modular_Assembly_Kit_Security,"The ""Modular Assembly Kit for Security Properties"" (MAKS) is a framework for both the definition and verification of possibilistic information-flow security properties at the specification-level. MAKS supports the uniform representation of a wide range of possibilistic information-flow properties and provides support for the verification of such properties via unwinding results and compositionality results. We provide a formalization of this framework in Isabelle/HOL.",https://www.isa-afp.org/entries/Modular_Assembly_Kit_Security.html,"Oliver BraÄevac (bracevac /at/ st /dot/ informatik /dot/ tu-darmstadt /dot/ de), Richard Gay (gay /at/ mais /dot/ informatik /dot/ tu-darmstadt /dot/ de), Sylvia Grewe (grewe /at/ st /dot/ informatik /dot/ tu-darmstadt /dot/ de), Heiko Mantel (mantel /at/ mais /dot/ informatik /dot/ tu-darmstadt /dot/ de), Henning Sudbrock (sudbrock /at/ mais /dot/ informatik /dot/ tu-darmstadt /dot/ de) and Markus Tasch (tasch /at/ mais /dot/ informatik /dot/ tu-darmstadt /dot/ de)",Computer science/Security,68M25,False
Stateful_Protocol_Composition_and_Typing,"We provide in this AFP entry several relative soundness results for security protocols. In particular, we prove typing and compositionality results for stateful protocols (i.e., protocols with mutable state that may span several sessions), and that focuses on reachability properties. Such results are useful to simplify protocol verification by reducing it to a simpler problem: Typing results give conditions under which it is safe to verify a protocol in a typed model where only ""well-typed"" attacks can occur whereas compositionality results allow us to verify a composed protocol by only verifying the component protocols in isolation. The conditions on the protocols under which the results hold are furthermore syntactic in nature allowing for full automation. The foundation presented here is used in another entry to provide fully automated and formalized security proofs of stateful protocols.",https://www.isa-afp.org/entries/Stateful_Protocol_Composition_and_Typing.html,"Andreas V. Hess (avhe /at/ dtu /dot/ dk), Sebastian MÃ¶dersheim and Achim D. Brucker",Computer science/Security,68M25,False
Automated_Stateful_Protocol_Verification,"In protocol verification we observe a wide spectrum from fully automated methods to interactive theorem proving with proof assistants like Isabelle/HOL. In this AFP entry, we present a fully-automated approach for verifying stateful security protocols, i.e., protocols with mutable state that may span several sessions. The approach supports reachability goals like secrecy and authentication. We also include a simple user-friendly transaction-based protocol specification language that is embedded into Isabelle.",https://www.isa-afp.org/entries/Automated_Stateful_Protocol_Verification.html,"Andreas V. Hess (avhe /at/ dtu /dot/ dk), Sebastian MÃ¶dersheim, Achim D. Brucker and Anders Schlichtkrull",Tools,??-xx,False
IFC_Tracking,"We provide a characterisation of how information is propagated by program executions based on the tracking data and control dependencies within executions themselves. The characterisation might be used for deriving approximative safety properties to be targeted by static analyses or checked at runtime. We utilise a simple yet versatile control flow graph model as a program representation. As our model is not assumed to be finite it can be instantiated for a broad class of programs. The targeted security property is indistinguishable security where executions produce sequences of observations and only non-terminating executions are allowed to drop a tail of those. A very crude approximation of our characterisation is slicing based on program dependence graphs, which we use as a minimal example and derive a corresponding soundness result. For further details and applications refer to the authors upcoming dissertation.",https://www.isa-afp.org/entries/IFC_Tracking.html,Benedikt Nordhoff (b /dot/ n /at/ wwu /dot/ de),Computer science/Security,68M25,False
Game_Based_Crypto,"In this AFP entry, we show how to specify game-based cryptographic security notions and formally prove secure several cryptographic constructions from the literature using the CryptHOL framework. Among others, we formalise the notions of a random oracle, a pseudo-random function, an unpredictable function, and of encryption schemes that are indistinguishable under chosen plaintext and/or ciphertext attacks. We prove the random-permutation/random-function switching lemma, security of the Elgamal and hashed Elgamal public-key encryption scheme and correctness and security of several constructions with pseudo-random functions. Our proofs follow the game-hopping style advocated by Shoup and Bellare and Rogaway, from which most of the examples have been taken. We generalise some of their results such that they can be reused in other proofs. Thanks to CryptHOL's integration with Isabelle's parametricity infrastructure, many simple hops are easily justified using the theory of representation independence.",https://www.isa-afp.org/entries/Game_Based_Crypto.html,"Andreas Lochbihler, S. Reza Sefidgar and Bhargav Bhatt (bhargav /dot/ bhatt /at/ inf /dot/ ethz /dot/ ch)",Computer science/Security/Cryptography,94A60,False
Sigma_Commit_Crypto,"We use CryptHOL to formalise commitment schemes and Sigma-protocols. Both are widely used fundamental two party cryptographic primitives. Security for commitment schemes is considered using game-based definitions whereas the security of Sigma-protocols is considered using both the game-based and simulation-based security paradigms. In this work, we first define security for both primitives and then prove secure multiple case studies: the Schnorr, Chaum-Pedersen and Okamoto Sigma-protocols as well as a construction that allows for compound (AND and OR statements) Sigma-protocols and the Pedersen and Rivest commitment schemes. We also prove that commitment schemes can be constructed from Sigma-protocols. We formalise this proof at an abstract level, only assuming the existence of a Sigma-protocol; consequently, the instantiations of this result for the concrete Sigma-protocols we consider come for free.",https://www.isa-afp.org/entries/Sigma_Commit_Crypto.html,David Butler and Andreas Lochbihler,Computer science/Security/Cryptography,94A60,False
Constructive_Cryptography,"Inspired by Abstract Cryptography, we extend CryptHOL, a framework for formalizing game-based proofs, with an abstract model of Random Systems and provide proof rules about their composition and equality. This foundation facilitates the formalization of Constructive Cryptography proofs, where the security of a cryptographic scheme is realized as a special form of construction in which a complex random system is built from simpler ones. This is a first step towards a fully-featured compositional framework, similar to Universal Composability framework, that supports formalization of simulation-based proofs.",https://www.isa-afp.org/entries/Constructive_Cryptography.html,Andreas Lochbihler and S. Reza Sefidgar,Mathematics/Probability theory,60-xx,False
RSAPSS,Formal verification is getting more and more important in computer science. However the state of the art formal verification methods in cryptography are very rudimentary. These theories are one step to provide a tool box allowing the use of formal methods in every aspect of cryptography. Moreover we present a proof of concept for the feasibility of verification techniques to a standard signature algorithm.,https://www.isa-afp.org/entries/RSAPSS.html,Christina Lindenberg and Kai Wirt,Computer science/Security/Cryptography,94A60,False
Elliptic_Curves_Group_Law,"We prove the group law for elliptic curves in Weierstrass form over fields of characteristic greater than 2. In addition to affine coordinates, we also formalize projective coordinates, which allow for more efficient computations. By specializing the abstract formalization to prime fields, we can apply the curve operations to parameters used in standard security protocols.",https://www.isa-afp.org/entries/Elliptic_Curves_Group_Law.html,Stefan Berghofer,Computer science/Security/Cryptography,94A60,False
Constructive_Cryptography_CM,"Constructive Cryptography (CC) [ICS 2011, TOSCA 2011, TCC 2016] introduces an abstract approach to composable security statements that allows one to focus on a particular aspect of security proofs at a time. Instead of proving the properties of concrete systems, CC studies system classes, i.e., the shared behavior of similar systems, and their transformations. Modeling of systems communication plays a crucial role in composability and reusability of security statements; yet, this aspect has not been studied in any of the existing CC results. We extend our previous CC formalization [Constructive_Cryptography, CSF 2019] with a new semantic domain called Fused Resource Templates (FRT) that abstracts over the systems communication patterns in CC proofs. This widens the scope of cryptography proof formalizations in the CryptHOL library [CryptHOL, ESOP 2016, J Cryptol 2020]. This formalization is described in Abstract Modeling of Systems Communication in Constructive Cryptography using CryptHOL.",https://www.isa-afp.org/entries/Constructive_Cryptography_CM.html,Andreas Lochbihler and S. Reza Sefidgar,Mathematics/Probability theory,60-xx,False
Transformer_Semantics,"These mathematical components formalise predicate transformer semantics for programs, yet currently only for partial correctness and in the absence of faults. A first part for isotone (or monotone), Sup-preserving and Inf-preserving transformers follows Back and von Wright's approach, with additional emphasis on the quantalic structure of algebras of transformers. The second part develops Sup-preserving and Inf-preserving predicate transformers from the powerset monad, via its Kleisli category and Eilenberg-Moore algebras, with emphasis on adjunctions and dualities, as well as isomorphisms between relations, state transformers and predicate transformers.",https://www.isa-afp.org/entries/Transformer_Semantics.html,Georg Struth,Mathematics/Algebra,08-xx,False
ComponentDependencies,"This set of theories presents a formalisation in Isabelle/HOL of data dependencies between components. The approach allows to analyse system structure oriented towards efficient checking of system: it aims at elaborating for a concrete system, which parts of the system are necessary to check a given property.",https://www.isa-afp.org/entries/ComponentDependencies.html,Maria Spichkova (maria /dot/ spichkova /at/ rmit /dot/ edu /dot/ au),Computer science/System description languages,68Q60,False
