package,url,description,authors,msc,verified
coq-math-classes,https://github.com/coq-community/math-classes,"Math classes is a library of abstract interfaces for mathematical structures, such as:  *  Algebraic hierarchy (groups, rings, fields, …) *  Relations, orders, … *  Categories, functors, universal algebra, … *  Numbers: N, Z, Q, … *  Operations, (shift, power, abs, …)  It is heavily based on Coq’s new type classes in order to provide: structure inference, multiple inheritance/sharing, convenient algebraic manipulation (e.g. rewriting) and idiomatic use of notations.","Eelis van der Weegen, Bas Spitters, Robbert Krebbers",None,False
coq-mathcomp-abel,https://github.com/math-comp/abel,This repository contains a proof of Abel - Galois Theorem (equivalence between being solvable by radicals and having a solvable Galois group) and Abel - Ruffini Theorem (unsolvability of quintic equations) in the Coq proof-assistant and using the Mathematical Components library.,"Sophie Bernard, Cyril Cohen, Assia Mahboubi, Pierre-Yves Strub",None,False
coq-mathcomp-algebra,https://math-comp.github.io/,"This library contains definitions and theorems about discrete (i.e. with decidable equality) algebraic structures : ring, fields, ordered fields, real fields,  modules, algebras, integers, rational numbers, polynomials, matrices, vector spaces...","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-analysis,https://github.com/math-comp/analysis,This repository contains an experimental library for real analysis for the Coq proof-assistant and using the Mathematical Components library.,"Reynald Affeldt, Cyril Cohen, Marie Kerjean, Assia Mahboubi, Damien Rouhling, Pierre Roux, Kazuhiko Sakaguchi, Pierre-Yves Strub, Laurent Théry",14Pxx,False
coq-mathcomp-bigenough,https://github.com/math-comp/bigenough,The package contains a package to reasoning with big enough objects (mostly natural numbers). This package is essentially for backward compatibility purposes as `bigenough` will be subsumed by the near tactics. The formalization is based on the Mathematical Components library.,Cyril Cohen,None,False
coq-mathcomp-character,https://math-comp.github.io/,"This library contains definitions and theorems about group representations, characters and class functions.","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-dioid,https://github.com/math-comp/dioid,"Definitions of the algebraic structure of dioid following the style of ssralg in the Mathcomp library.  The main algebraic structures defined are: * semirings: rings without oppositve for the additive law * dioids: idempotent semirings (i.e., forall x, x + x = x) * complete dioids: dioids whose canonical order (x <= y wen x + y = y)   yields a complete lattice * commutative variants (multiplicative law is commutative)  More details can be found in comments at the beginning of each file.","Lucien Rakotomalala, Pierre Roux",NA,False
coq-mathcomp-field,https://math-comp.github.io/,"This library contains definitions and theorems about field extensions, galois theory, algebraic numbers, cyclotomic polynomials...","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-field-extra,http://ssr.msr-inria.inria.fr/,"This library contains extra definitions and theorems about field extensions, galois theory, algebraic numbers, cyclotomic polynomials... needed for coq-mathcomp-odd-order","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-fingroup,https://math-comp.github.io/,"This library contains definitions and theorems about finite groups, group quotients, group morphisms, group presentation, group action...","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-finmap,https://github.com/math-comp/finmap,"This library is an extension of mathematical component in order to support finite sets and finite maps on choicetypes (rather that finite types). This includes support for functions with finite support and multisets. The library also contains a generic order and set libary, which will be used to subsume notations for finite sets, eventually.","Cyril Cohen, Kazuhiko Sakaguchi",None,False
coq-mathcomp-grobner,https://github.com/thery/grobner,"A fornalisation of Grobner basis in ssreflect. It contains one file  grobner.v  It defines.  From mathcomp Require Import all_ssreflect all_algebra. From SsrMultinomials Require Import ssrcomplements poset freeg mpoly. From mathcomp.contrib.grobner Require Import grobner.  (* p belongs to the ideal generated by L *)  Check ideal.  ideal =  fun (R : ringType) (n : nat) (L : seq {mpoly R[n]}) (p : {mpoly R[n]})   =>   exists t, p = \sum_(i < size L) t`_i * L`_i   (* it is decidable *)  Check idealfP.  idealfP      : forall (R : fieldType)  (n : nat) (p : {mpoly R[n]})               (l : seq {mpoly R[n]}),        reflect (ideal l p) (idealf l p)",,None,False
coq-mathcomp-multinomials,https://github.com/math-comp/multinomials,A Multivariate polynomial Library for the Mathematical Components Library,Pierre-Yves Strub,08A40,False
coq-mathcomp-odd-order,http://math-comp.github.io/math-comp/,"The formal proof of the Feit-Thompson theorem.  From mathcomp Require Import all_ssreflect all_fingroup all_solvable PFsection14.  Check Feit_Thompson.    : forall (gT : finGroupType) (G : {group gT}), odd #|G| -> solvable G  From mathcomp Require Import all_ssreflect all_fingroup                               all_solvable stripped_odd_order_theorem.  Check stripped_Odd_Order.    : forall (T : Type) (mul : T -> T -> T) (one : T) (inv : T -> T)          (G : T -> Type) (n : natural),        group_axioms T mul one inv ->        group T mul one inv G ->        finite_of_order T G n -> odd n -> solvable_group T mul one inv G","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-real-closed,https://github.com/math-comp/real-closed,"This library contains definitions and theorems about real closed fields, with a construction of the real closure and the algebraic closure (including a proof of the fundamental theorem of algebra). It also contains a proof of decidability of the first order theory of real closed field, through quantifier elimination.","Cyril Cohen, Assia Mahboubi",None,False
coq-mathcomp-solvable,https://math-comp.github.io/,This library contains more definitions and theorems about finite groups.,"Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-ssreflect,https://math-comp.github.io/,"This library includes the small scale reflection proof language extension and the minimal set of libraries to take advantage of it. This includes libraries on lists (seq), boolean and boolean predicates, natural numbers and types with decidable equality, finite types, finite sets, finite functions, finite graphs, basic arithmetics and prime numbers, big operators","Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-mathcomp-sum-of-two-square,https://github.com/thery/twoSquare,"gauss_int.v : the definition of gaussian integers  fermat2.v : the proof of Fermat's theorem  The final statement reads:  ===================================================  From mathcomp Require Import all_ssreflect.  From mathcomp.contrib.sum_of_two_square Require Import gauss_int fermat2. Check sum2stest.  sum2stest      : forall n : nat,        reflect          (forall p : nat,           prime p ->           odd p -> p %| n -> odd (logn p n) -> p %% 4 = 1)          (n \is a sum_of_two_square)  ===================================================",,None,False
coq-mathcomp-zify,https://github.com/math-comp/mczify,This small library enables the use of the Micromega tactics for goals stated with the definitions of the Mathematical Components library by extending the zify tactic.,Kazuhiko Sakaguchi,None,False
coq-maths,https://github.com/coq-contribs/maths,"Basic mathematics (gcd, primality, etc.) from French ``Mathematiques Superieures'' (first year of preparation to high schools)",Jean-Christophe Filliâtre,11-xx,False
coq-matrices,https://github.com/coq-contribs/matrices,"This contribution contains an operational formalization of square matrices. (m,n)-Matrices are represented as vectors of length n. Each vector (a row) is itself a vector whose length is m. Vectors are actually implemented as dependent lists.  We define basic operations for this datatype (addition, product, neutral elements O_n and I_n). We then prove the ring properties for these operations. The development uses Coq modules to specify the interface (the ring structure properties) as a signature.  This development deals with dependent types and partial functions. Most of the functions are defined by dependent case analysis and some functions such as getting a column require the use of preconditions (to check whether we are within the bounds of the matrix).",Nicolas Magaud,06-xx,False
coq-menhirlib,https://gitlab.inria.fr/fpottier/coq-menhirlib,A support library for verified Coq parsers produced by Menhir,Jacques-Henri Jourdan,None,False
coq-metacoq,https://metacoq.github.io/metacoq,"MetaCoq is a meta-programming framework for Coq.  The meta-package includes the template-coq library, unverified checker for Coq, PCUIC development including a verified translation from Coq to PCUIC,  safe checker and erasure for PCUIC and example translations.   See individual packages for more detailed descriptions.","Abhishek Anand, Simon Boulier, Cyril Cohen, Yannick Forster, Fabian Kunze, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metacoq-checker,https://metacoq.github.io/metacoq,MetaCoq is a meta-programming framework for Coq.  The Checker module provides a complete specification of Coq's typing and conversion relation along with a reference type-checker that is extracted to a pluging.  This provides a command: `MetaCoq Check [global_reference]` that can be used to typecheck a Coq definition using the verified type-checker.,"Abhishek Anand, Simon Boulier, Cyril Cohen, Yannick Forster, Fabian Kunze, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metacoq-erasure,https://metacoq.github.io/metacoq,"MetaCoq is a meta-programming framework for Coq.  The Erasure module provides a complete specification of Coq's so-called ""extraction"" procedure, starting from the PCUIC calculus and targeting untyped call-by-value lambda-calculus.  The `erasure` function translates types and proofs in well-typed terms into a dummy `tBox` constructor, following closely P. Letouzey's PhD thesis.","Abhishek Anand, Simon Boulier, Cyril Cohen, Yannick Forster, Fabian Kunze, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metacoq-pcuic,https://metacoq.github.io/metacoq,"MetaCoq is a meta-programming framework for Coq.  The PCUIC module provides a cleaned-up specification of Coq's typing algorithm along with a certified typechecker for it. This module includes the standard metatheory of PCUIC: Weakening, Substitution, Confluence and Subject Reduction are proven here.","Abhishek Anand, Simon Boulier, Cyril Cohen, Yannick Forster, Fabian Kunze, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metacoq-safechecker,https://metacoq.github.io/metacoq,"MetaCoq is a meta-programming framework for Coq.  The SafeChecker modules provides a correct implementation of weak-head reduction, conversion and typechecking of Coq definitions and global environments.","Abhishek Anand, Simon Boulier, Cyril Cohen, Yannick Forster, Fabian Kunze, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metacoq-template,https://metacoq.github.io/metacoq,"MetaCoq is a meta-programming framework for Coq.  Template Coq is a quoting library for Coq. It takes Coq terms and constructs a representation of their syntax tree as a Coq inductive data type. The representation is based on the kernel's term representation.  In addition to a complete reification and denotation of CIC terms, Template Coq includes:  - Reification of the environment structures, for constant and inductive declarations. - Denotation of terms and global declarations - A monad for manipulating global declarations, calling the type   checker, and inserting them in the global environment, in the style of   MetaCoq/MTac.","Abhishek Anand, Simon Boulier, Cyril Cohen, Yannick Forster, Fabian Kunze, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metacoq-translations,https://metacoq.github.io/metacoq,"MetaCoq is a meta-programming framework for Coq.  The Translations modules provides implementation of standard translations  from type theory to type theory, e.g. parametricity and the `cross-bool`  translation that invalidates functional extensionality.","Simon Boulier, Cyril Cohen, Matthieu Sozeau, Nicolas Tabareau, Théo Winterhalter",68-04,True
coq-metalib,https://github.com/plclub/metalib,Locally Nameless Metatheory Library,,None,False
coq-mi-cho-coq,https://gitlab.com/nomadic-labs/mi-cho-coq/,"Michelson is a language for writing smart contracts on the Tezos blockchain. This package provides a Coq encoding of the syntax and semantics of Michelson, automatically generated by the Ott tool. Also included is a framework called Mi-Cho-Coq for reasoning about Michelson programs in Coq using a weakest precondition calculus.","Raphaël Cauderlier, Bruno Bernardo, Julien Tesson, Arvid Jakobsson",68N15,False
coq-min-imports,https://github.com/vzaliva/coq-min-imports,"sources. It examines modules listed in ""Require Import"" statements one by one and tries to recompile to see if their removal would cause compilation errors.",Vadim Zaliva,NA,False
coq-mini-compiler,https://github.com/coq-contribs/mini-compiler,"Tutorial correctness proof of a tiny compiler from simple arithmetic expressions (constants, variables and additions) to simple assembly-like code (one accumulator, infinitly many registers and addition)",Jean-Christophe Filliâtre,68N20,False
coq-minic,https://github.com/coq-contribs/minic,"This contribution defines the denotational semantics of MiniC, a sub-set of the C language. This sub-set is sufficiently large to contain any program generated by lustre2C. The denotation function describing the semantics of a MiniC program actually provides an interpreter for the program.",Eduardo Giménez and Emmanuel Ledinot,68Q55,False
coq-miniml,https://github.com/coq-contribs/miniml,A formalisation of Mini-ML and of the Categorical Abstract Machine (C.A.M) in natural semantics. It also contains the definition of the translation from Mini-ML to the CAM and the proof that this translation is correct,Samuel Boutin,68N20,False
coq-mirror-core,https://github.com/gmalecha/mirror-core,A framework for computational reflection,Gregory Malecha,None,False
coq-mod-red,https://github.com/coq-contribs/mod-red,"Fast reduction of integers by moduli up to 2^(w-1), where w is a processor's word size.",Luc Rutten,11-xx,False
coq-moment,https://github.com/clarus/coq-moment,"Parse, manipulate and pretty-print times and dates in Coq",Guillaume Claret,None,False
coq-monae,https://github.com/affeldt-aist/monae,This Coq library contains a hierarchy of monads with their laws used in several examples of monadic equational reasoning.,"Reynald Affeldt, David Nowak, Takafumi Saikawa, Jacques Garrigue, Celestine Sauvage, Kazunari Tanaka",18C15,True
coq-msets-extra,https://github.com/thtuerk/MSetsExtra,"Coq's MSet library provides various, reasonably efficient finite set implementations. Nevertheless, FireEye was struggling with performance issues. This library contains extensions to Coq's MSet library that helped the FireEye Formal Methods team (formal-methods@fireeye.com), solve these performance issues. There are  - Fold With Abort   efficient folding with possibility to start late and stop early  - Interval Sets   a memory efficient representation of sets of numbers    - Unsorted Lists with Duplicates","FireEye Formal Methods Team, Thomas Tuerk",68Q65,False
coq-mtac,https://github.com/beta-ziliani/mtac-plugin,Typed Tactics for Coq 8.5,Beta Ziliani,None,False
coq-mtac2,https://github.com/Mtac2/Mtac2,Mtac2: Typed Tactics for Coq,"Beta Ziliani, Jan-Oliver Kaiser, Robbert Krebbers, Yann Régis-Gianas, Derek Dreyer",None,False
coq-multiplier,https://github.com/coq-contribs/multiplier,Proof of a multiplier circuit,Christine Paulin,94Cxx,False
coq-mutual-exclusion,https://github.com/coq-contribs/mutual-exclusion,This is a proof of certification of Peterson's algorithm for managing mutual exclusion. The case of two processes is treated in the directory called ``binary'' (see the README file in this directory). The case of n processes will be available soon.,Eduardo Giménez,68N19,True
coq-nfix,https://github.com/coq-contribs/nfix,This plugin provides a syntactic extension that allows one to write mutual fixpoints over nested inductives.,Stéphane Lescuyer,NA,False
coq-of-ocaml,https://github.com/clarus/coq-of-ocaml,Compile a subset of OCaml to Coq,Guillaume Claret,None,False
coq-ollibs,https://github.com/olaure01/ollibs,Add-ons for the Coq standard library,"Olivier Laurent, Christophe Lucas",NA,False
coq-opam-website,https://github.com/clarus/coq-opam-website,Generation of a Coq website for OPAM: http://coq.io/opam/,Guillaume Claret,None,False
coq-orb-stab,https://github.com/coq-contribs/orb-stab,"Finite orbit-stabilizer theorem, based on Rahbar Virk's lecture notes. A large portion of the work was a simplified version of the inclusion-exclusion principle. Requires Loic Pottier's Algebra contribution, and Jasper Stein's Linear Algebra contribution.",Robert Kam,06-xx,False
coq-ordinal,https://github.com/minkiminki/Ordinal,Ordinal Numbers in Coq,Minki Cho,03-xx,False
coq-ott,http://www.cl.cam.ac.uk/~pes20/ott/,"Ott takes as input a definition of a language syntax and semantics, in a concise and readable ASCII notation that is close to what one would write in informal mathematics. It can then generate a Coq version of the definition, which requires this library.","Peter Sewell, Francesco Zappa Nardelli, Scott Owens",68Q55,False
coq-otway-rees,https://github.com/coq-contribs/otway-rees,"A description and a proof of correctness for the Otway-Rees cryptographic protocol, usually used as an example for formalisation of such protocols.",Dominique Bolignano and Valérie Ménissier-Morain,68M25,True
coq-paco,https://github.com/snu-sf/paco/,Coq library implementing parameterized coinduction,"Chung-Kil Hur, Georg Neis, Derek Dreyer, Viktor Vafeiadis, Minki Cho",68N15,False
coq-paradoxes,https://github.com/coq-contribs/paradoxes,"A formalisation of Burali-Forti paradox in system U (the existence of an ordinal of ordinals is inconsistent), of Diaconescu paradox (axiom of choice implies excluded-middle), of Reynolds paradox (there is no set-theoretic model of system F) and Hurkens paradox in system U (adapted by H. Geuvers to show the inconsistency of Excluded-Middle in impredicative-Set Calculus of Inductive Constructions).","Bruno Barras, Thierry Coquand, Hugo Herbelin, Benjamin Werner",03-xx,False
coq-param-pi,https://github.com/coq-contribs/param-pi,"This development contains the specification for a monadic pi-calculus using the same coding method for names than J. Mc Kinna and R. Pollack used for PTS in LEGO: ""Some Lambda Calculus and Type Theory Formalized"".  The basic, monadic calculus encoded here has a type system restraining the direction of communication for processes' names.  A number of lemmas usefull for doing proofs on that coding are included, and subject reduction properties for each kind of transition is made as an example of actually using the coding to mechanize proofs on the pi-calculus.",Loïc Henry-Gréard,68N18,False
coq-paramcoq,https://github.com/coq-community/paramcoq,"The plugin is still in an experimental state. It is not very user friendly (lack of good error messages) and still contains bugs. But is useable enough to ""translate"" a large chunk of standard library.","Chantal Keller (Inria, École polytechnique), Marc Lasson (ÉNS de Lyon), Abhishek Anand, Pierre Roux, Emilio Jesús Gallego Arias, Cyril Cohen, Matthieu Sozeau",NA,False
coq-parsec,https://github.com/liyishuai/coq-parsec,Inspired by Haskell Parsec library.,"Yishuai Li, Azzam Althagafi, Yao Li, Li-yao Xia, Benjamin C. Pierce",68Q65,False
coq-pautomata,https://github.com/coq-contribs/pautomata,"This contribution is a modelisation in Coq of the p-automata designed in the CALIFE project (http://www.loria.fr/calife). It contains an axiomatisation of time, the definition of a p-automaton, the definition of binary and arbitrary synchronisation of a family of p-automaton, the semantics of a p-automaton as a labelled transition system. The description of the ABR algorithm as a p-automaton is also given.  This work is reported in : P. Castéran, E. Freund, C. Paulin and D. Rouillard ``Bibliothèques Coq et Isabelle-HOL pour les systèmes de transitions et les p-automates''",Emmanuel Freund & Christine Paulin,68Q85,False
coq-performance-tests,https://github.com/coq-community/coq-performance-tests,A library of Coq source files testing for performance regressions on Coq,Jason Gross,None,False
coq-performance-tests-lite,https://github.com/coq-community/coq-performance-tests,A library of Coq source files testing for performance regressions on Coq (lite version),Jason Gross,None,False
coq-persistent-union-find,http://www.lri.fr/~filliatr/puf/,Correctness proof of the Ocaml implementation of a persistent union-find data structure. See http://www.lri.fr/~filliatr/puf/ for more details.,Jean-Christophe Filliâtre,68Wxx,False
coq-pi-agm,http://www-sop.inria.fr/members/Yves.Bertot/,"This is a proof of correctness for two algorithms to compute PI to high precision using arithmetic-geometric means.  A first file contains the calculus-based proofs for an abstract view of the algorithm, where all numbers are real numbers.  A second file describes how to approximate all computations using large integers.  Other files describe the second algorithm which is close to the one used in mpfr, for instance.  The whole development can be used to produce mathematically proved and formally verified approximations of PI.",Yves Bertot,14Pxx,False
coq-pi-calc,http://www.dimi.uniud.it/~scagnett/pi-calculus.html,"This is a HOAS-based encoding of the pi-calculus (as originally conceived by Milner, Parrow and Walker in ""A Calculus of Mobile Processes"" Parts I-II, Information and Computation n. 100) together with the formal verification of a large part of the metatheory of Strong Late Bisimilarity.",Ivan Scagnetto,68Q85,False
coq-plouffe,https://github.com/thery/Plouffe,A Coq formalization of Plouffe formula,,None,False
coq-plugin-utils,https://github.com/gmalecha/coq-plugin-utils,"numbers, interfacing with Ltac, etc.",,None,False
coq-pocklington,https://github.com/coq-community/pocklington,Coq formalization of Pocklington's criterion for checking primality for large natural numbers. Includes a formal proof of Fermat's little theorem.,"Olga Caprotti, Martijn Oostdijk",11-xx,False
coq-poltac,https://github.com/thery/PolTac,"A set of tactics to deal with inequalities in Coq over N, Z and R:",Laurent Théry,None,False
coq-ppsimpl,https://fbesson.gitlabpages.inria.fr/ppsimpl/,Ppsimpl is a reflexive tactic for canonising (arithmetic) goals,Frédéric Besson,NA,False
coq-presburger,https://github.com/coq-contribs/presburger,A formalization of Presburger's algorithm as stated in the initial paper by Presburger.,Laurent Théry,03-xx,False
coq-prfx,http://www.cs.ru.nl/~hendriks/coq/prfx/,A formalisation of natural deduction for first-order logic with explicit proof terms. Read README.,Dimitri Hendriks,03-xx,False
coq-printf,https://github.com/gmalecha/coq-printf,Library providing implementation of sprintf for Coq,Gregory Malecha,None,False
coq-procrastination,https://github.com/Armael/coq-procrastination,A small library for collecting side conditions and deferring their proof,Armaël Guéneau,None,False
coq-projective-geometry,https://github.com/coq-contribs/projective-geometry,"This contributions contains elements of formalization of projective geometry. In the plane: Two axiom systems are shown equivalent. We prove some results about the decidability of the the incidence and equality predicates. The classic notion of duality between points and lines is formalized thanks to a functor. The notion of 'flat' is defined and flats are characterized. Fano's plane, the smallest projective plane is defined. We show that Fano's plane is desarguesian. In the space: We prove Desargues' theorem.","Nicolas Magaud, Julien Narboux, Pascal Schreck",51-xx,False
coq-propcalc,http://arxiv.org/abs/1503.08744,"Formalization of basic theorems about classical propositional logic. The main theorems are (1) the soundness and completeness of natural deduction calculus, (2) the equivalence between natural deduction calculus, Hilbert systems and sequent calculus and (3) cut elimination for sequent calculus.",Floris van Doorn,03-xx,False
coq-prosa,https://prosa.mpi-sws.org/,Prosa is a repository of definitions and proofs for real-time schedulability analysis built with Coq. Prosa’s distinguishing characteristic is that Prosa prioritizes readability over all other concerns to ensure that specifications remain accessible to readers without a background in formal proofs. (A background in real-time scheduling is assumed.),"Felipe Cerqueira, Björn Brandenburg, Maxime Lesourd, Sergey Bozhko, Xiaojie Guo, Sophie Quinton, Marco Perronet",None,False
coq-pts,https://github.com/coq-contribs/pts,"This contrib is a formalization of Pure Type Systems. It includes most of the basic metatheoretical properties: weakening, substitution, subject-reduction, decidability of type-checking (for strongly normalizing PTSs). Strengtheningis not proven here.  The kernel of a very simple proof checker is automatically generated from the proofs. A small interface allows interacting with this kernel, making up a standalone proof system.  The Makefile has a special target ""html"" that produces html files from the sources and main.html that gives a short overview.",Bruno Barras,68N18,False
coq-ptsatr,http://www.lix.polytechnique.fr/~vsiles/coq/PTSATR.html,"Formalization of the proof that PTS and PTS with judgmental equality (PTSe) are equivalent. With this equivalence, we are able to derive all the meta-theory of PTSe, like Pi-injectivity or Subject Reduction.","Vincent Siles, Hugo Herbelin",03B38,False
coq-ptsf,http://www.andrew.cmu.edu/user/fpv/ptsf/,Formalization of the proof that PTS and PTS with explicit convertibility proofs (PTSf) are equivalent.,"Floris van Doorn, Herman Geuvers, Freek Wiedijk",03B38,False
coq-qarith,https://github.com/coq-contribs/qarith,This contribution is a proposition of a library formalizing rational number in Coq.,Pierre Letouzey,NA,False
coq-qarith-stern-brocot,https://github.com/coq-community/qarith-stern-brocot,Development of rational numbers as finite binary lists and defining field operations on them in two different ways: strict and lazy.,"Milad Niqui, Yves Bertot",NA,False
coq-qcert,https://querycert.github.io,"This is the Coq library for Q*cert, a platform for implementing and verifying data languages and compilers. It includes abstract syntax and semantics for several source query languages (OQL, SQL), for intermediate database representations (nested relational algebra and calculus), and correctness proofs for part of the compilation to JavaScript and Java.","Josh Auerbach, Martin Hirzel, Louis Mandel, Avi Shinnar, Jerome Simeon",None,False
coq-quickchick,https://github.com/QuickChick/QuickChick,Randomized Property-Based Testing Plugin for Coq,"Leonidas Lampropoulos, Zoe Paraskevopoulou, Maxime Denes, Catalin Hritcu, Benjamin Pierce, Li-yao Xia, Arthur Azevedo de Amorim, Yishuai Li, Antal Spector-Zabusky",NA,False
coq-quicksort-complexity,https://github.com/coq-contribs/quicksort-complexity,"The development contains: - a set of monads and monad transformers for measuring a (possibly nondeterministic) algorithm's use of designated operations; - monadically expressed deterministic and nondeterministic implementations of Quicksort; - proofs of these implementations' worst- and average case complexity.  Most of the development is documented in the TYPES 2008 paper ""A Machine-Checked Proof of the Average-Case Complexity of Quicksort in Coq"", available at the homepage.",Eelis,68Wxx,False
coq-railroad-crossing,https://github.com/coq-contribs/railroad-crossing,"This library present the specification and verification of one real time system: the Railroad Crossing Problem, which has been proposed as a benchmark for the comparison of real-time formalisms. We specify the system using timed automatas (timed graphs) with discrete time and we prove invariants, the system safety property and the NonZeno property, using the logics CTL and TCTL.",Carlos Daniel Luna [http://www.fing.edu.uy/~cluna],68M12,False
coq-ramsey,https://github.com/coq-contribs/ramsey,"For dimension one, the Infinite Ramsey Theorem states that, for any subset A of the natural numbers nat, either A or nat\A is infinite. This special case of the Pigeon Hole Principle is classically equivalent to: if A and B are both co-finite, then so is their intersection. None of these principles is constructively valid. In [VB] the notion of an almost full set is introduced, classically equivalent to co-finiteness, for which closure under finite intersection can be proved constructively. A is almost full if for every (strictly) increasing sequence f: nat -> nat there exists an x in nat such that f(x) in A. The notion of almost full and its closure under finite intersection are generalized to all finite dimensions, yielding constructive Ramsey Theorems. The proofs for dimension two and higher essentially use Brouwer's Bar Theorem.  In the proof development below we strengthen the notion of almost full for dimension one in the following sense. A: nat -> Prop is called Y-full if for every (strictly) increasing sequence f: nat -> nat we have (A (f (Y f))). Here of course Y : (nat -> nat) -> nat. Given YA-full A and YB-full B we construct X from YA and YB such that the intersection of A and B is X-full. This is essentially [VB, Th. 5.4], but now it can be done without using axioms, using only inductive types. The generalization to higher dimensions will be much more difficult and is not pursued here.",Marc Bezem,05C15,True
coq-random,https://github.com/coq-contribs/random,"This contribution is a modelisation of random programs as measures in Coq. It started in 2004 in the context of the AVERROES project (http://www-verimag.imag.fr/AVERROES/). It is based on comon work with Philippe Audebaud (ENS Lyon). It was last updated in february 2007.  It contains the following elements   - an axiomatisation of the interval [0,1] and derived properties (files Ubase.v and Uprop.v);    - a definition of measures on a type A as functions of type (A->[0,1])->[0,1] enjoying special stability properties (files Monads.v and Probas.v); proofs that these constructions have a monadic structure;    - an interpretation of programs of type A as measures, in particular a fixpoint construction; the definition of an axiomatic semantic for deriving judgements such as ``the probability of an expression e to evaluate to a result satisfying property q belongs to an interval [p,q]'' (file Prog.v);    - Proof of probabilistic termination of a linear random walk (file Iterflip.v);    - Proof of a program implementing a bernoulli distribution (Proba(bernouilli(p)=true)=p) using a coin flip and the derived binomial law (Proba(binomial p n=k)=C(n,k)p^k(1-p)^{n-k}) (file Bernoulli.v);    - Proof of estimation of the combination of two random executions (file Choice.v)    - Proof of partial termination of parameterized random walk (file Ycart.v)    - Definition of a measure on traces from a mesure on transitions steps (file Nelist.v, Transitions.v)  The document random.pdf contains a short introduction to the library associated to the Gallina source code of the library.",Christine Paulin,68Wxx,False
coq-rational,https://github.com/coq-contribs/rational,Definition of integers as the usual symetric completion of a semi-group and of rational numbers as the product of integers and strictly positive integers quotiented by the usual relation. This implementation assumes two sets of axioms allowing to define quotient types and subset types. These sets of axioms should be proved coherent by mixing up the deliverable model and the setoid model (both are presented in Martin Hofmann' thesis).,Samuel Boutin,NA,False
coq-record-update,https://github.com/tchajed/coq-record-update,"While Coq provides projections for each field of a record, it has no convenient way to update a single field of a record. This library provides a generic way to update a field by name, where the user only has to implement a simple typeclass that lists out the record fields.",Tej Chajed,68Q65,False
